ID,e,LATITUDE,LONGITUDE,z,o,w,q,c,f
355353,77385,30.1862766,-95.4106619,ZIP,,,,1333,0.10396194
355354,77302,30.2220772,-95.3388686,ZIP,,,,1265,0.098658556
355355,77303,30.3779524,-95.3771402,ZIP,,,,1235,0.096318827
355356,77306,30.2858401,-95.3123974,ZIP,,,,1007,0.07853689
355358,77357,30.1610649,-95.1898086,ZIP,,,,1586,0.123693652
355360,77372,30.2380104,-95.1644596,ZIP,,,,978,0.076275152
355361,77328,30.392374,-95.1911808,ZIP,,,,1061,0.082748401
355363,77532,29.9328716,-95.0571875,ZIP,,,,1991,0.155279988
355364,77345,30.0531052,-95.1579431,ZIP,,,,2338,0.182342848
355365,77336,30.0631681,-95.0988584,ZIP,,,,971,0.075729215
355366,77535,30.0544928,-94.9220903,ZIP,,,,2388,0.186242396
355368,77327,30.3181694,-94.9157156,ZIP,,,,1532,0.11948214
355369,77650,29.4264963,-94.6856957,ZIP,,,,108,0.008423023
355370,77523,29.7895234,-94.8591253,ZIP,,,,1410,0.109967244
355371,77580,29.8741429,-94.8568905,ZIP,,,,34,0.002651692
355372,77597,29.8362053,-94.7020093,ZIP,,,,57,0.004445484
355373,77623,29.5612561,-94.4140205,ZIP,,,,24,0.001871783
355374,77514,29.7002964,-94.6032256,ZIP,,,,384,0.029948526
355375,77560,29.8706216,-94.6021371,ZIP,,,,95,0.007409141
355376,77661,29.7516267,-94.4207155,ZIP,,,,84,0.00655124
355377,77665,29.8129989,-94.4161167,ZIP,,,,467,0.036421775
355379,77575,30.0756583,-94.7334409,ZIP,,,,1140,0.088909686
355380,77564,30.1808659,-94.6648552,ZIP,,,,132,0.010294806
355381,77538,29.975277,-94.5232353,ZIP,,,,78,0.006083294
355382,77533,30.087167,-94.5995751,ZIP,,,,73,0.00569334
355383,77629,29.9798404,-94.4030732,ZIP,,,,64,0.004991421
355384,77519,30.2183252,-94.5750632,ZIP,,,,83,0.006473249
355385,77374,30.3960033,-94.6237497,ZIP,,,,48,0.003743566
355386,77585,30.2952377,-94.5247532,ZIP,,,,71,0.005537358
355387,77659,30.1714438,-94.4322746,ZIP,,,,348,0.027140852
355388,77625,30.3772343,-94.3739369,ZIP,,,,611,0.047652472
355389,77378,30.4713744,-95.3638723,ZIP,,,,1175,0.09163937
355390,77331,30.6339631,-95.1619119,ZIP,,,,442,0.034472001
355391,77334,30.7818336,-95.3734405,ZIP,,,,6,0.000467946
355392,77359,30.751892,-95.3015905,ZIP,,,,44,0.003431602
355393,77367,30.8570727,-95.3977955,ZIP,,,,11,0.0008579
355394,77364,30.773047,-95.2154671,ZIP,,,,104,0.008111059
355395,77371,30.4835322,-94.9895616,ZIP,,,,605,0.047184527
355396,77335,30.5744728,-94.9111788,ZIP,,,,158,0.012322571
355397,77360,30.846249,-95.117513,ZIP,,,,275,0.021447512
355399,75862,30.9647278,-95.3258947,ZIP,,,,562,0.043830916
355400,75856,31.1888984,-95.2557389,ZIP,,,,14,0.001091873
355401,75845,31.0874565,-95.0768491,ZIP,,,,210,0.0163781
355402,75847,31.3562092,-95.1528979,ZIP,,,,123,0.009592887
355403,75926,31.2480854,-94.9690987,ZIP,,,,66,0.005147403
355404,77368,30.443806,-94.8225455,ZIP,,,,11,0.0008579
355405,77369,30.4218148,-94.73533,ZIP,,,,60,0.004679457
355406,77376,30.4437711,-94.6637688,ZIP,,,,38,0.002963656
355407,77351,30.7177924,-94.8172307,ZIP,,,,1906,0.148650757
355408,75960,30.9128558,-94.8656718,ZIP,,,,64,0.004991421
355409,77663,30.5132257,-94.3943283,ZIP,,,,50,0.003899548
355410,77664,30.6014346,-94.4138051,ZIP,,,,181,0.014116363
355412,75979,30.7485595,-94.3891196,ZIP,,,,601,0.046872563
355413,75942,30.8151663,-94.4305874,ZIP,,,,9,0.000701919
355414,75939,31.0137793,-94.7974198,ZIP,,,,331,0.025815005
355415,75941,31.1870715,-94.7588031,ZIP,,,,619,0.0482764
355416,75969,31.4457127,-94.8875994,ZIP,,,,298,0.023241304
355417,75904,31.3407476,-94.8262296,ZIP,,,,2460,0.191857745
355418,75901,31.3016749,-94.6414081,ZIP,,,,2138,0.166744658
355420,75936,30.9520763,-94.5796219,ZIP,,,,54,0.004211511
355421,75980,31.1383818,-94.3752141,ZIP,,,,170,0.013258462
355422,75949,31.2298425,-94.5091833,ZIP,,,,565,0.044064888
355423,75944,31.3540952,-94.3876805,ZIP,,,,86,0.006707222
355424,76667,31.6519819,-96.4683869,ZIP,,,,864,0.067384183
355425,75838,31.4788997,-96.2297571,ZIP,,,,42,0.00327562
355426,75860,31.6113501,-96.2380512,ZIP,,,,358,0.027920761
355427,76693,31.787657,-96.3950872,ZIP,,,,125,0.009748869
355428,76681,31.8934465,-96.4337311,ZIP,,,,44,0.003431602
355429,75859,31.8930761,-96.2369037,ZIP,,,,100,0.007799095
355430,75831,31.4736673,-96.0093653,ZIP,,,,366,0.028544689
355432,75840,31.7825587,-96.0936213,ZIP,,,,479,0.037357667
355433,75109,32.0427838,-96.3437572,ZIP,,,,304,0.02370925
355435,75144,32.1083877,-96.2079546,ZIP,,,,222,0.017313992
355436,75153,32.1582646,-96.3296323,ZIP,,,,55,0.004289502
355437,75105,32.2630103,-96.3876628,ZIP,,,,12,0.000935891
355438,75157,32.464756,-96.4395197,ZIP,,,,29,0.002261738
355439,75158,32.4628311,-96.4021313,ZIP,,,,319,0.024879114
355440,75143,32.3666864,-96.2450394,ZIP,,,,963,0.075105288
355441,75163,32.1665845,-96.1188199,ZIP,,,,100,0.007799095
355442,75148,32.1262213,-96.0241305,ZIP,,,,414,0.032288255
355444,75156,32.2777586,-96.1053322,ZIP,,,,850,0.06629231
355445,75147,32.4366759,-96.0795577,ZIP,,,,462,0.03603182
355446,75124,32.326026,-95.9740558,ZIP,,,,337,0.026282951
355447,75855,31.5573312,-95.863641,ZIP,,,,139,0.010840742
355448,75861,31.8515788,-95.8884586,ZIP,,,,136,0.01060677
355449,75853,31.9468732,-95.8144668,ZIP,,,,56,0.004367493
355450,75839,31.606693,-95.5833403,ZIP,,,,353,0.027530806
355451,75844,31.5138005,-95.4376155,ZIP,,,,337,0.026282951
355453,75803,31.8817773,-95.6794944,ZIP,,,,1138,0.088753705
355454,75801,31.7344623,-95.5312041,ZIP,,,,1136,0.088597723
355455,75779,31.8632264,-95.4846119,ZIP,,,,6,0.000467946
355456,75751,32.0943482,-95.9060473,ZIP,,,,1366,0.106535642
355458,75752,32.2440079,-95.8076077,ZIP,,,,400,0.031196381
355459,75778,32.3009255,-95.7098374,ZIP,,,,180,0.014038372
355460,75770,32.1585572,-95.6437125,ZIP,,,,166,0.012946498
355461,75763,32.0427539,-95.5233878,ZIP,,,,395,0.030806426
355462,75756,32.3020289,-95.6008942,ZIP,,,,282,0.021993449
355463,75754,32.4279781,-95.6619831,ZIP,,,,369,0.028778662
355464,75758,32.2714358,-95.5214419,ZIP,,,,564,0.043986898
355465,75704,32.4131067,-95.4433482,ZIP,,,,592,0.046170644
355467,75114,32.6105754,-96.4442563,ZIP,,,,407,0.031742318
355468,75126,32.7431782,-96.4548996,ZIP,,,,2417,0.188504134
355471,75142,32.5681628,-96.2502144,ZIP,,,,1456,0.113554828
355472,75160,32.758408,-96.3013232,ZIP,,,,1734,0.135236313
355474,75032,32.8571121,-96.4312104,ZIP,,,,2225,0.173529871
355477,75087,32.9439006,-96.4528754,ZIP,,,,1902,0.148338793
355478,75166,33.0130469,-96.4538868,ZIP,,,,187,0.014584308
355479,75132,32.9457476,-96.3738828,ZIP,,,,12,0.000935891
355481,75189,32.9420515,-96.3116602,ZIP,,,,1651,0.128763063
355482,75161,32.7384708,-96.1691657,ZIP,,,,420,0.0327562
355484,75169,32.7032691,-95.9946662,ZIP,,,,1016,0.079238808
355486,75474,32.9241998,-96.1098111,ZIP,,,,1026,0.080018718
355487,75173,33.0617371,-96.3958247,ZIP,,,,366,0.028544689
355488,75442,33.1742189,-96.3560037,ZIP,,,,703,0.05482764
355489,75164,33.0659705,-96.308737,ZIP,,,,52,0.00405553
355490,75135,33.0663446,-96.2214374,ZIP,,,,451,0.03517392
355491,75424,33.3217146,-96.3785072,ZIP,,,,234,0.018249883
355492,75491,33.4863236,-96.3959301,ZIP,,,,357,0.02784277
355493,75452,33.4022255,-96.2385699,ZIP,,,,313,0.024411168
355494,75490,33.4380308,-96.3082803,ZIP,,,,146,0.011386679
355495,75439,33.5535204,-96.2828967,ZIP,,,,71,0.005537358
355496,75475,33.4748928,-96.2382458,ZIP,,,,10,0.00077991
355497,75402,33.0682912,-96.0843716,ZIP,,,,935,0.072921541
355498,75423,33.2843899,-96.2003883,ZIP,,,,238,0.018561847
355499,75401,33.1890021,-96.1088292,ZIP,,,,1359,0.105989705
355500,75413,33.4414403,-96.1791628,ZIP,,,,24,0.001871783
355501,75496,33.349615,-96.0579394,ZIP,,,,221,0.017236001
355502,75449,33.4208724,-95.9457075,ZIP,,,,82,0.006395258
355503,75103,32.5168758,-95.883622,ZIP,,,,834,0.065044455
355504,75117,32.7150128,-95.8544608,ZIP,,,,280,0.021837467
355505,75127,32.6902949,-95.789932,ZIP,,,,120,0.009358914
355506,75140,32.6465729,-95.6875313,ZIP,,,,500,0.038995477
355507,75472,32.8844228,-95.8696022,ZIP,,,,235,0.018327874
355509,75453,32.9888344,-95.9113554,ZIP,,,,223,0.017391983
355510,75440,32.881155,-95.7477629,ZIP,,,,399,0.03111839
355512,75790,32.5351691,-95.643977,ZIP,,,,361,0.028154734
355514,75771,32.5378973,-95.435716,ZIP,,,,1307,0.101934176
355516,75773,32.6814531,-95.4477019,ZIP,,,,780,0.060832943
355517,75410,32.7902029,-95.6319824,ZIP,,,,247,0.019263765
355518,75497,32.9247275,-95.5681535,ZIP,,,,159,0.012400562
355520,75783,32.8164319,-95.4247445,ZIP,,,,406,0.031664327
355522,75431,33.0141897,-95.4609352,ZIP,,,,159,0.012400562
355523,75422,33.1414002,-95.9341953,ZIP,,,,182,0.014194353
355524,75428,33.2718687,-95.9174154,ZIP,,,,1051,0.081968492
355526,75433,33.0980963,-95.8032343,ZIP,,,,231,0.01801591
355527,75420,33.0527948,-95.7212297,ZIP,,,,86,0.006707222
355528,75448,33.3162692,-95.7889676,ZIP,,,,33,0.002573701
355529,75469,33.4214093,-95.8106044,ZIP,,,,18,0.001403837
355530,75415,33.4622178,-95.7574614,ZIP,,,,10,0.00077991
355531,75477,33.529909,-95.7380727,ZIP,,,,83,0.006473249
355533,75482,33.1679794,-95.6082193,ZIP,,,,1680,0.131024801
355534,75437,33.2612254,-95.4724198,ZIP,,,,73,0.00569334
355535,75432,33.3976014,-95.681769,ZIP,,,,241,0.01879582
355536,75441,33.4276563,-95.6429114,ZIP,,,,8,0.000623928
355537,75450,33.40225,-95.4832027,ZIP,,,,31,0.00241772
355538,75785,31.7754163,-95.1965716,ZIP,,,,702,0.054749649
355539,75766,31.9446749,-95.2567747,ZIP,,,,2223,0.173373889
355541,75925,31.6148554,-95.0624925,ZIP,,,,296,0.023085322
355542,75976,31.5275518,-94.9252702,ZIP,,,,62,0.004835439
355543,75943,31.6276943,-94.9109706,ZIP,,,,73,0.00569334
355544,75764,31.8954268,-95.1437195,ZIP,,,,8,0.000623928
355545,75788,31.8259392,-94.9258731,ZIP,,,,6,0.000467946
355546,75784,31.8721354,-94.9741531,ZIP,,,,53,0.004133521
355547,75759,32.0359388,-95.4187958,ZIP,,,,11,0.0008579
355548,75757,32.1104528,-95.3480744,ZIP,,,,679,0.052955857
355550,75762,32.218319,-95.4134264,ZIP,,,,705,0.054983622
355551,75703,32.2350966,-95.320779,ZIP,,,,2404,0.187490251
355552,75791,32.2215772,-95.2206435,ZIP,,,,1054,0.082202465
355553,75709,32.3043128,-95.3909399,ZIP,,,,307,0.023943223
355554,75701,32.3219373,-95.3022234,ZIP,,,,3358,0.26189362
355558,75702,32.3624343,-95.3152623,ZIP,,,,2442,0.190453907
355559,75706,32.4695552,-95.3078792,ZIP,,,,670,0.052253939
355560,75707,32.3017095,-95.1779756,ZIP,,,,914,0.071283731
355561,75708,32.4184117,-95.2130704,ZIP,,,,573,0.044688816
355562,75789,32.1095122,-95.0941944,ZIP,,,,512,0.039931368
355563,75780,31.9910197,-95.091844,ZIP,,,,40,0.003119638
355564,75750,32.26754,-95.0777145,ZIP,,,,287,0.022383404
355565,75705,32.3626314,-95.0866877,ZIP,,,,164,0.012790516
355566,75792,32.4819685,-95.1066725,ZIP,,,,263,0.020511621
355567,75682,32.250339,-94.936535,ZIP,,,,26,0.002027765
355568,75684,32.2770205,-94.9371565,ZIP,,,,551,0.042973015
355569,75964,31.6317418,-94.7407209,ZIP,,,,1472,0.114802683
355573,75962,31.6198727,-94.6470803,ZIP,,,,1888,0.147246919
355574,75760,31.7962489,-94.8543402,ZIP,,,,182,0.014194353
355576,75681,31.9254486,-94.7040289,ZIP,,,,181,0.014116363
355577,75978,31.5090509,-94.5272164,ZIP,,,,13,0.001013882
355578,75961,31.5583617,-94.5047714,ZIP,,,,1099,0.085712057
355579,75965,31.723324,-94.6285921,ZIP,,,,1564,0.121977851
355580,75946,31.8193204,-94.5206171,ZIP,,,,248,0.019341756
355581,75975,31.8971375,-94.413785,ZIP,,,,285,0.022227422
355582,75667,31.9881746,-94.8442737,ZIP,,,,56,0.004367493
355583,75654,32.0777729,-94.8301299,ZIP,,,,889,0.069333957
355585,75652,32.2394093,-94.7283275,ZIP,,,,979,0.076353143
355586,75662,32.3844576,-94.8701687,ZIP,,,,1937,0.151068476
355588,75603,32.4030505,-94.7111738,ZIP,,,,332,0.025892996
355589,75602,32.4495975,-94.6660478,ZIP,,,,2177,0.169786305
355590,75669,32.0387995,-94.5758803,ZIP,,,,40,0.003119638
355591,75691,32.3119167,-94.5517523,ZIP,,,,287,0.022383404
355592,75641,32.3784089,-94.5757857,ZIP,,,,18,0.001403837
355593,75631,32.2493183,-94.4532201,ZIP,,,,173,0.013492435
355594,75765,32.6420433,-95.2348592,ZIP,,,,498,0.038839495
355596,75494,32.917192,-95.2598595,ZIP,,,,664,0.051785993
355597,75480,33.0245846,-95.1971335,ZIP,,,,78,0.006083294
355598,75755,32.6416948,-95.0756244,ZIP,,,,441,0.03439401
355599,75647,32.5146338,-94.9532866,ZIP,,,,899,0.070113867
355601,75451,32.9657723,-95.127063,ZIP,,,,77,0.006005303
355602,75644,32.7912134,-94.9998457,ZIP,,,,760,0.059273124
355603,75686,32.9651306,-94.9519167,ZIP,,,,904,0.070503822
355604,75471,33.0568056,-95.3735183,ZIP,,,,125,0.009748869
355606,75478,33.1765323,-95.3586023,ZIP,,,,67,0.005225394
355608,75457,33.1685947,-95.2151495,ZIP,,,,457,0.035641866
355609,75481,33.320015,-95.373479,ZIP,,,,26,0.002027765
355610,75468,33.5021703,-95.4028803,ZIP,,,,69,0.005381376
355611,75435,33.4826455,-95.3200876,ZIP,,,,73,0.00569334
355612,75487,33.3348507,-95.1614996,ZIP,,,,118,0.009202932
355613,75493,33.146015,-95.1079522,ZIP,,,,58,0.004523475
355616,75455,33.2162196,-94.9791112,ZIP,,,,2307,0.179925129
355617,75417,33.4396584,-95.1403706,ZIP,,,,163,0.012712525
355618,75693,32.5337796,-94.8606597,ZIP,,,,557,0.043440961
355619,75604,32.5091643,-94.824416,ZIP,,,,2123,0.165574793
355622,75645,32.6886925,-94.8718427,ZIP,,,,700,0.054593667
355623,75601,32.5085599,-94.7240489,ZIP,,,,949,0.074013414
355624,75605,32.5822428,-94.7255294,ZIP,,,,1643,0.128139136
355625,75640,32.7084174,-94.6831807,ZIP,,,,348,0.027140852
355627,75683,32.8268159,-94.7372242,ZIP,,,,274,0.021369521
355628,75638,33.0204751,-94.7296987,ZIP,,,,394,0.030728436
355629,75668,32.9070753,-94.6786373,ZIP,,,,150,0.011698643
355630,75650,32.5132765,-94.5488461,ZIP,,,,707,0.055139604
355632,75651,32.6644069,-94.5381886,ZIP,,,,140,0.010918733
355633,75670,32.569858,-94.4186579,ZIP,,,,1421,0.110825144
355635,75630,32.8675547,-94.5494879,ZIP,,,,132,0.010294806
355637,75656,33.0113037,-94.5721613,ZIP,,,,334,0.026048978
355638,75563,33.0026961,-94.3834542,ZIP,,,,271,0.021135548
355639,75558,33.2419614,-94.8578478,ZIP,,,,87,0.006785213
355640,75571,33.2070194,-94.7736295,ZIP,,,,194,0.015130245
355641,75550,33.4982212,-94.8908453,ZIP,,,,66,0.005147403
355642,75554,33.5535152,-94.7802607,ZIP,,,,122,0.009514896
355643,75568,33.1932108,-94.5872787,ZIP,,,,180,0.014038372
355644,75566,33.1481756,-94.4917492,ZIP,,,,38,0.002963656
355645,75574,33.3250043,-94.5506588,ZIP,,,,159,0.012400562
355647,75559,33.5036944,-94.6273582,ZIP,,,,392,0.030572454
355649,75570,33.4592365,-94.4387232,ZIP,,,,574,0.044766807
355652,77622,29.8621428,-94.2884288,ZIP,,,,92,0.007175168
355653,77655,29.7105022,-93.9378498,ZIP,,,,23,0.001793792
355654,77640,29.8816132,-93.9408579,ZIP,,,,1129,0.088051786
355655,77613,30.0520456,-94.3607656,ZIP,,,,83,0.006473249
355656,77713,30.0710045,-94.2521349,ZIP,,,,826,0.064420527
355658,77705,29.898029,-94.1611748,ZIP,,,,3481,0.271486508
355659,77707,30.053431,-94.170654,ZIP,,,,1237,0.096474809
355661,77706,30.1022425,-94.1734453,ZIP,,,,1686,0.131492747
355663,77708,30.1461239,-94.1606125,ZIP,,,,915,0.071361722
355664,77702,30.0862686,-94.1283031,ZIP,,,,177,0.013804399
355665,77703,30.1459662,-94.126696,ZIP,,,,1167,0.091015442
355666,77657,30.2278974,-94.1970361,ZIP,,,,1426,0.111215099
355668,77627,29.986791,-94.0094158,ZIP,,,,1461,0.113944782
355669,77701,30.0730533,-94.105486,ZIP,,,,1146,0.089377632
355672,77619,29.9475159,-93.9185714,ZIP,,,,1091,0.08508813
355674,77651,29.9859713,-93.9558473,ZIP,,,,903,0.070425831
355675,77642,29.9580202,-93.8919206,ZIP,,,,2829,0.220636406
355676,77630,30.067062,-93.868581,ZIP,,,,1969,0.153564187
355677,77662,30.1779235,-94.0181708,ZIP,,,,1951,0.152160349
355679,77615,30.3270017,-94.051956,ZIP,,,,73,0.00569334
355680,77612,30.4020736,-93.9223666,ZIP,,,,622,0.048510373
355681,70631,29.8533747,-93.5682881,ZIP,,,,76,0.005927312
355682,77611,30.0144397,-93.8282407,ZIP,,,,591,0.046092653
355684,77632,30.2014416,-93.8045416,ZIP,,,,1769,0.137965996
355685,77614,30.2997745,-93.772977,ZIP,,,,41,0.003197629
355686,70668,30.1879063,-93.5983129,ZIP,,,,441,0.03439401
355687,70661,30.3545165,-93.64966,ZIP,,,,145,0.011308688
355688,70645,29.9280023,-93.4738852,ZIP,,,,85,0.006629231
355689,70665,30.1218806,-93.4512244,ZIP,,,,778,0.060676961
355691,70663,30.2902694,-93.3716947,ZIP,,,,1951,0.152160349
355692,77656,30.4147736,-94.1736561,ZIP,,,,1140,0.088909686
355693,77616,30.5697832,-94.1824658,ZIP,,,,73,0.00569334
355694,77660,30.6498229,-94.1407504,ZIP,,,,92,0.007175168
355695,77624,30.685013,-94.2918053,ZIP,,,,50,0.003899548
355697,75956,30.6763666,-93.9831202,ZIP,,,,525,0.04094525
355700,75938,30.9405169,-94.3536398,ZIP,,,,219,0.017080019
355701,75929,31.245162,-94.1755136,ZIP,,,,83,0.006473249
355702,75951,30.9344247,-94.0595784,ZIP,,,,1056,0.082358446
355703,75931,31.1136639,-94.0213851,ZIP,,,,163,0.012712525
355704,75930,31.3189607,-94.0321643,ZIP,,,,126,0.00982686
355705,75968,31.2521556,-93.9540157,ZIP,,,,140,0.010918733
355706,75933,30.5538121,-93.8126962,ZIP,,,,104,0.008111059
355707,75928,30.6713953,-93.7113399,ZIP,,,,121,0.009436905
355708,75966,30.8279691,-93.7144463,ZIP,,,,392,0.030572454
355709,70653,30.6671538,-93.562092,ZIP,,,,213,0.016612073
355710,70633,30.4260053,-93.3912898,ZIP,,,,547,0.042661051
355711,70660,30.5560977,-93.444692,ZIP,,,,189,0.01474029
355713,75977,31.0650295,-93.7866235,ZIP,,,,62,0.004835439
355715,75932,31.0561473,-93.6156553,ZIP,,,,87,0.006785213
355716,75948,31.3075876,-93.7841025,ZIP,,,,319,0.024879114
355718,70639,30.9782675,-93.4911394,ZIP,,,,49,0.003821557
355719,71403,31.2132883,-93.4327545,ZIP,,,,322,0.025113087
355721,71439,31.3368171,-93.3957249,ZIP,,,,173,0.013492435
355722,71429,31.4091712,-93.4346356,ZIP,,,,194,0.015130245
355723,70632,29.8369449,-93.057766,ZIP,,,,32,0.00249571
355724,70643,29.8205563,-92.8115534,ZIP,,,,20,0.001559819
355725,70605,30.1292761,-93.2735271,ZIP,,,,2321,0.181017002
355726,70607,30.0384253,-93.190125,ZIP,,,,2111,0.164638902
355727,70669,30.2423481,-93.2723178,ZIP,,,,683,0.053267821
355729,70601,30.226792,-93.2154427,ZIP,,,,2324,0.181250975
355732,70611,30.348118,-93.2035998,ZIP,,,,1430,0.111527063
355733,70615,30.2554138,-93.1265068,ZIP,,,,976,0.07611917
355734,70630,30.0258285,-93.0167893,ZIP,,,,103,0.008033068
355735,70646,30.0888948,-92.9185749,ZIP,,,,49,0.003821557
355736,70549,30.0691493,-92.8047003,ZIP,,,,265,0.020667603
355737,70647,30.2546246,-93.0239415,ZIP,,,,682,0.05318983
355738,70650,30.2374368,-92.9231878,ZIP,,,,42,0.00327562
355739,70591,30.2577444,-92.8328022,ZIP,,,,372,0.029012635
355741,70640,30.3718885,-92.9046129,ZIP,,,,23,0.001793792
355742,70548,29.8129648,-92.405155,ZIP,,,,634,0.049446264
355743,70542,30.0096784,-92.5847737,ZIP,,,,233,0.018171892
355744,70581,30.2508662,-92.7314315,ZIP,,,,84,0.00655124
355745,70546,30.2663682,-92.673552,ZIP,,,,1258,0.098112619
355748,70556,30.1956779,-92.5571291,ZIP,,,,25,0.001949774
355749,70537,30.2516211,-92.570192,ZIP,,,,28,0.002183747
355750,70559,30.1287847,-92.5026678,ZIP,,,,227,0.017703946
355751,70531,30.2339468,-92.5174827,ZIP,,,,92,0.007175168
355752,70534,30.2170404,-92.4381799,ZIP,,,,76,0.005927312
355754,70543,30.3354044,-92.5011381,ZIP,,,,297,0.023163313
355755,70526,30.2100728,-92.379963,ZIP,,,,1408,0.109811262
355758,70516,30.3709022,-92.3035771,ZIP,,,,165,0.012868507
355759,70652,30.6084616,-93.2674436,ZIP,,,,192,0.014974263
355761,70657,30.5030837,-93.1530082,ZIP,,,,339,0.026438933
355762,70634,30.7933565,-93.240067,ZIP,,,,1774,0.138355951
355764,70659,30.9219317,-93.2842853,ZIP,,,,89,0.006941195
355765,70658,30.5277723,-93.0433968,ZIP,,,,76,0.005927312
355766,70651,30.5720141,-92.9608937,ZIP,,,,40,0.003119638
355768,70648,30.5050725,-92.8893613,ZIP,,,,472,0.03681173
355769,70654,30.6641478,-92.8843784,ZIP,,,,12,0.000935891
355770,70637,30.6976446,-92.9634634,ZIP,,,,46,0.003587584
355771,70662,30.7996365,-92.9931517,ZIP,,,,38,0.002963656
355773,70644,30.7923451,-92.9455958,ZIP,,,,33,0.002573701
355776,71459,31.0493351,-93.2238946,ZIP,,,,826,0.064420527
355777,71461,31.1178383,-93.2902905,ZIP,,,,169,0.013180471
355779,71446,31.1667115,-93.186912,ZIP,,,,1541,0.120184059
355780,70656,30.9613727,-92.9681141,ZIP,,,,291,0.022695367
355781,71438,31.1232743,-92.8241046,ZIP,,,,88,0.006863204
355782,71474,31.2746155,-93.0130447,ZIP,,,,54,0.004211511
355783,71455,31.4034476,-92.9894998,ZIP,,,,15,0.001169864
355784,71427,31.3939545,-92.8959385,ZIP,,,,37,0.002885665
355785,71447,31.4390544,-92.8127039,ZIP,,,,85,0.006629231
355786,70532,30.4527367,-92.6970252,ZIP,,,,218,0.017002028
355787,70655,30.6614908,-92.7315979,ZIP,,,,192,0.014974263
355788,70515,30.4524669,-92.5777432,ZIP,,,,281,0.021915458
355789,70638,30.8494992,-92.7972256,ZIP,,,,68,0.005303385
355791,71463,30.8100555,-92.6098715,ZIP,,,,589,0.045936671
355792,70535,30.4632555,-92.420164,ZIP,,,,1371,0.106925597
355793,70554,30.6181799,-92.4843463,ZIP,,,,418,0.032600218
355795,70524,30.5569526,-92.3112854,ZIP,,,,32,0.00249571
355796,70580,30.6752379,-92.4283265,ZIP,,,,14,0.001091873
355797,70576,30.7809678,-92.4182535,ZIP,,,,130,0.010138824
355798,70585,30.8783446,-92.4076763,ZIP,,,,12,0.000935891
355799,70586,30.7465074,-92.3281385,ZIP,,,,1632,0.127281235
355800,71367,30.8815748,-92.2980448,ZIP,,,,80,0.006239276
355801,71472,31.1688512,-92.7871626,ZIP,,,,18,0.001403837
355803,71433,31.0011797,-92.6392147,ZIP,,,,318,0.024801123
355804,71485,31.1566092,-92.5416682,ZIP,,,,115,0.00896896
355805,71466,31.2151469,-92.748626,ZIP,,,,24,0.001871783
355806,71424,31.1982174,-92.6898401,ZIP,,,,89,0.006941195
355807,71409,31.3107532,-92.6892214,ZIP,,,,482,0.037591639
355808,71303,31.2813208,-92.5473436,ZIP,,,,1451,0.113164873
355809,71430,31.0452221,-92.4958161,ZIP,,,,169,0.013180471
355810,71325,30.9992049,-92.3221447,ZIP,,,,93,0.007253159
355811,71346,31.1182464,-92.3749285,ZIP,,,,258,0.020121666
355813,71301,31.2741559,-92.467107,ZIP,,,,1683,0.131258774
355817,71302,31.1970185,-92.3702204,ZIP,,,,1215,0.094759008
355820,71360,31.3275115,-92.3546903,ZIP,,,,2544,0.198408985
355821,71405,31.4095049,-92.4017299,ZIP,,,,355,0.027686788
355822,75937,31.4653223,-94.3673172,ZIP,,,,71,0.005537358
355823,75972,31.4835969,-94.1315007,ZIP,,,,416,0.032444236
355825,75935,31.7325131,-94.1912898,ZIP,,,,950,0.074091405
355827,75974,31.9583638,-94.2398375,ZIP,,,,249,0.019419747
355828,75959,31.5123073,-93.8617316,ZIP,,,,44,0.003431602
355830,75973,31.7120485,-93.942239,ZIP,,,,158,0.012322571
355831,75954,31.9043409,-94.0480942,ZIP,,,,244,0.019029793
355832,75643,32.0193706,-94.3619073,ZIP,,,,154,0.012010607
355834,75633,32.1384956,-94.274156,ZIP,,,,1051,0.081968492
355835,75672,32.4683029,-94.2990791,ZIP,,,,1057,0.082436437
355836,75642,32.3715357,-94.1765985,ZIP,,,,15,0.001169864
355837,75639,32.2938238,-94.1696791,ZIP,,,,222,0.017313992
355838,75692,32.4708386,-94.1180391,ZIP,,,,328,0.025581033
355839,71049,32.0092062,-93.9665524,ZIP,,,,263,0.020511621
355840,71046,32.1630585,-93.948825,ZIP,,,,85,0.006629231
355841,71007,32.3625271,-94.0067505,ZIP,,,,79,0.006161285
355842,71033,32.4119293,-94.0112533,ZIP,,,,206,0.016066136
355843,71047,32.2895239,-93.9149377,ZIP,,,,789,0.061534862
355844,71129,32.3860602,-93.9136643,ZIP,,,,884,0.068944002
355845,71119,32.4906929,-93.9254596,ZIP,,,,803,0.062626735
355846,71462,31.6567667,-93.7213392,ZIP,,,,88,0.006863204
355847,71486,31.6505841,-93.618811,ZIP,,,,361,0.028154734
355848,71419,31.8185297,-93.7107303,ZIP,,,,161,0.012556543
355849,71426,31.4989042,-93.4598787,ZIP,,,,19,0.001481828
355850,71449,31.5451333,-93.5114909,ZIP,,,,617,0.048120418
355852,71406,31.7331021,-93.5045794,ZIP,,,,15,0.001169864
355853,71065,31.8031984,-93.5026793,ZIP,,,,110,0.008579005
355854,71063,31.911493,-93.5151267,ZIP,,,,67,0.005225394
